,home,away,date_x,gh,ga,full_time,competition,home_ident,away_ident,home_country,away_country,home_code,away_code,home_continent,away_continent,continent,level,next_day,date_y,Price,Open,High,Low,Vol.,Change %
627,Bayer Leverkusen,Tottenham Hotspur,2016-10-18,0,0,F,UEFA CL,Bayer Leverkusen (Germany),Tottenham Hotspur (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2016-10-19,2016-10-19,"7,021.92","7,000.06","7,031.20","6,975.92",823.09M,0.31
628,Leicester City,FC Koebenhavn,2016-10-18,1,0,F,UEFA CL,Leicester City (England),FC Koebenhavn (Denmark),england,denmark,ENG,DK,Europe,Europe,Europe,international,2016-10-19,2016-10-19,"7,021.92","7,000.06","7,031.20","6,975.92",823.09M,0.31
629,Arsenal FC,PFC Ludogorets Razgrad,2016-10-19,6,0,F,UEFA CL,Arsenal FC (England),PFC Ludogorets Razgrad (Bulgaria),england,bulgaria,ENG,BG,Europe,Europe,Europe,international,2016-10-20,2016-10-20,"7,026.90","7,021.92","7,047.55","6,998.84",843.64M,0.07
630,FC Barcelona,Manchester City,2016-10-19,4,0,F,UEFA CL,FC Barcelona (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2016-10-20,2016-10-20,"7,026.90","7,021.92","7,047.55","6,998.84",843.64M,0.07
631,PFC Ludogorets Razgrad,Arsenal FC,2016-11-01,2,3,F,UEFA CL,PFC Ludogorets Razgrad (Bulgaria),Arsenal FC (England),bulgaria,england,BG,ENG,Europe,Europe,Europe,international,2016-11-02,2016-11-02,"6,845.42","6,917.14","6,917.14","6,845.42",773.90M,-1.04
632,Manchester City,FC Barcelona,2016-11-01,3,1,F,UEFA CL,Manchester City (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2016-11-02,2016-11-02,"6,845.42","6,917.14","6,917.14","6,845.42",773.90M,-1.04
633,Tottenham Hotspur,Bayer Leverkusen,2016-11-02,0,1,F,UEFA CL,Tottenham Hotspur (England),Bayer Leverkusen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2016-11-03,2016-11-03,"6,790.51","6,845.42","6,873.21","6,790.51",1.08B,-0.8
634,FC Koebenhavn,Leicester City,2016-11-02,0,0,F,UEFA CL,FC Koebenhavn (Denmark),Leicester City (England),denmark,england,DK,ENG,Europe,Europe,Europe,international,2016-11-03,2016-11-03,"6,790.51","6,845.42","6,873.21","6,790.51",1.08B,-0.8
635,As Monaco,Tottenham Hotspur,2016-11-22,2,1,F,UEFA CL,As Monaco (France),Tottenham Hotspur (England),france,england,FR,ENG,Europe,Europe,Europe,international,2016-11-23,2016-11-23,"6,817.71","6,819.72","6,880.74","6,779.45",796.85M,-0.03
636,Leicester City,Club Brugge KV,2016-11-22,2,1,F,UEFA CL,Leicester City (England),Club Brugge KV (Belgium),england,belgium,ENG,BE,Europe,Europe,Europe,international,2016-11-23,2016-11-23,"6,817.71","6,819.72","6,880.74","6,779.45",796.85M,-0.03
637,Arsenal FC,Paris Saint Germain,2016-11-23,2,2,F,UEFA CL,Arsenal FC (England),Paris Saint Germain (France),england,france,ENG,FR,Europe,Europe,Europe,international,2016-11-24,2016-11-24,"6,829.20","6,817.71","6,831.23","6,790.69",491.42M,0.17
638,Bor Moenchengladbach,Manchester City,2016-11-23,1,1,F,UEFA CL,Bor Moenchengladbach (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2016-11-24,2016-11-24,"6,829.20","6,817.71","6,831.23","6,790.69",491.42M,0.17
639,FC Basel,Arsenal FC,2016-12-06,1,4,F,UEFA CL,FC Basel (Switzerland),Arsenal FC (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,2016-12-07,2016-12-07,"6,902.23","6,779.84","6,902.23","6,779.84",1.16B,1.81
640,Manchester City,Celtic FC,2016-12-06,1,1,F,UEFA CL,Manchester City (England),Celtic FC (Scotland),england,scotland,ENG,SCO,Europe,Europe,Europe,international,2016-12-07,2016-12-07,"6,902.23","6,779.84","6,902.23","6,779.84",1.16B,1.81
641,Tottenham Hotspur,CSka Moskva,2016-12-07,3,1,F,UEFA CL,Tottenham Hotspur (England),CSka Moskva (Russia),england,russia,ENG,RU,Europe,Europe,Europe,international,2016-12-08,2016-12-08,"6,931.55","6,902.23","6,937.51","6,892.17",1.05B,0.42
642,FC Porto,Leicester City,2016-12-07,5,0,F,UEFA CL,FC Porto (Portugal),Leicester City (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,2016-12-08,2016-12-08,"6,931.55","6,902.23","6,937.51","6,892.17",1.05B,0.42
643,Bayern Muenchen,Arsenal FC,2017-02-15,5,1,F,UEFA CL,Bayern Muenchen (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2017-02-16,2017-02-16,"7,277.92","7,302.41","7,302.41","7,260.74",705.21M,-0.34
644,Manchester City,As Monaco,2017-02-21,5,3,F,UEFA CL,Manchester City (England),As Monaco (France),england,france,ENG,FR,Europe,Europe,Europe,international,2017-02-22,2017-02-22,"7,302.25","7,274.83","7,314.26","7,274.71",1.18B,0.38
645,Sevilla FC,Leicester City,2017-02-22,2,1,F,UEFA CL,Sevilla FC (Spain),Leicester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2017-02-23,2017-02-23,"7,271.37","7,302.25","7,310.05","7,262.94",1.10B,-0.42
646,Arsenal FC,Bayern Muenchen,2017-03-07,1,5,F,UEFA CL,Arsenal FC (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2017-03-08,2017-03-08,"7,334.61","7,338.99","7,354.47","7,315.86",893.03M,-0.06
647,Leicester City,Sevilla FC,2017-03-14,2,0,F,UEFA CL,Leicester City (England),Sevilla FC (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2017-03-15,2017-03-15,"7,368.64","7,357.85","7,383.33","7,357.58",845.71M,0.15
648,As Monaco,Manchester City,2017-03-15,3,1,F,UEFA CL,As Monaco (France),Manchester City (England),france,england,FR,ENG,Europe,Europe,Europe,international,2017-03-16,2017-03-16,"7,415.95","7,368.64","7,444.62","7,368.64",1.12B,0.64
649,Atletico Madrid,Leicester City,2017-04-12,1,0,F,UEFA CL,Atletico Madrid (Spain),Leicester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2017-04-13,2017-04-13,"7,327.59","7,348.99","7,348.99","7,298.85",738.07M,-0.29
650,Leicester City,Atletico Madrid,2017-04-18,1,1,F,UEFA CL,Leicester City (England),Atletico Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2017-04-19,2017-04-19,"7,114.36","7,147.50","7,151.18","7,114.36",1.05B,-0.46
651,1899 Hoffenheim,Liverpool FC,2017-08-15,1,2,F,UEFA CL,1899 Hoffenheim (Germany),Liverpool FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2017-08-16,2017-08-16,"7,433.03","7,383.85","7,444.98","7,383.85",586.26M,0.67
652,Liverpool FC,1899 Hoffenheim,2017-08-23,4,2,F,UEFA CL,Liverpool FC (England),1899 Hoffenheim (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2017-08-24,2017-08-24,"7,407.06","7,382.65","7,437.87","7,382.16",756.85M,0.33
653,Manchester United,FC Basel,2017-09-12,3,0,F,UEFA CL,Manchester United (England),FC Basel (Switzerland),england,switzerland,ENG,CH,Europe,Europe,Europe,international,2017-09-13,2017-09-13,"7,379.70","7,400.69","7,401.30","7,336.23",870.09M,-0.28
654,Chelsea FC,Qarabag FK,2017-09-12,6,0,F,UEFA CL,Chelsea FC (England),Qarabag FK (Azerbaijan),england,azerbaijan,ENG,AZ,Europe,Europe,Europe,international,2017-09-13,2017-09-13,"7,379.70","7,400.69","7,401.30","7,336.23",870.09M,-0.28
655,Liverpool FC,Sevilla FC,2017-09-13,2,2,F,UEFA CL,Liverpool FC (England),Sevilla FC (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2017-09-14,2017-09-14,"7,295.39","7,379.70","7,390.70","7,287.73",1.26B,-1.14
656,Feyenoord,Manchester City,2017-09-13,0,4,F,UEFA CL,Feyenoord (Netherlands),Manchester City (England),netherlands,england,NL,ENG,Europe,Europe,Europe,international,2017-09-14,2017-09-14,"7,295.39","7,379.70","7,390.70","7,287.73",1.26B,-1.14
657,Tottenham Hotspur,Borussia Dortmund,2017-09-13,3,1,F,UEFA CL,Tottenham Hotspur (England),Borussia Dortmund (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2017-09-14,2017-09-14,"7,295.39","7,379.70","7,390.70","7,287.73",1.26B,-1.14
658,Spartak Moskva,Liverpool FC,2017-09-26,1,1,F,UEFA CL,Spartak Moskva (Russia),Liverpool FC (England),russia,england,RU,ENG,Europe,Europe,Europe,international,2017-09-27,2017-09-27,"7,313.51","7,285.74","7,327.50","7,285.74",857.13M,0.38
659,Manchester City,Shakhtar Donetsk,2017-09-26,2,0,F,UEFA CL,Manchester City (England),Shakhtar Donetsk (Ukraine),england,ukraine,ENG,UA,Europe,Europe,Europe,international,2017-09-27,2017-09-27,"7,313.51","7,285.74","7,327.50","7,285.74",857.13M,0.38
660,Apoel Nikosia,Tottenham Hotspur,2017-09-26,0,3,F,UEFA CL,Apoel Nikosia (Cyprus),Tottenham Hotspur (England),cyprus,england,CY,ENG,Europe,Europe,Europe,international,2017-09-27,2017-09-27,"7,313.51","7,285.74","7,327.50","7,285.74",857.13M,0.38
661,CSka Moskva,Manchester United,2017-09-27,1,4,F,UEFA CL,CSka Moskva (Russia),Manchester United (England),russia,england,RU,ENG,Europe,Europe,Europe,international,2017-09-28,2017-09-28,"7,322.82","7,313.51","7,323.33","7,289.75",748.36M,0.13
662,Atletico Madrid,Chelsea FC,2017-09-27,1,2,F,UEFA CL,Atletico Madrid (Spain),Chelsea FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2017-09-28,2017-09-28,"7,322.82","7,313.51","7,323.33","7,289.75",748.36M,0.13
663,NK Maribor,Liverpool FC,2017-10-17,0,7,F,UEFA CL,NK Maribor (Slovenia),Liverpool FC (England),slovenia,england,SI,ENG,Europe,Europe,Europe,international,2017-10-18,2017-10-18,"7,542.87","7,516.17","7,555.24","7,516.17",645.75M,0.36
664,Manchester City,Ssc Napoli,2017-10-17,2,1,F,UEFA CL,Manchester City (England),Ssc Napoli (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2017-10-18,2017-10-18,"7,542.87","7,516.17","7,555.24","7,516.17",645.75M,0.36
665,Real Madrid,Tottenham Hotspur,2017-10-17,1,1,F,UEFA CL,Real Madrid (Spain),Tottenham Hotspur (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2017-10-18,2017-10-18,"7,542.87","7,516.17","7,555.24","7,516.17",645.75M,0.36
666,Sl Benfica,Manchester United,2017-10-18,0,1,F,UEFA CL,Sl Benfica (Portugal),Manchester United (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,2017-10-19,2017-10-19,"7,523.04","7,542.87","7,542.87","7,485.42",828.89M,-0.26
667,Chelsea FC,As Roma,2017-10-18,3,3,F,UEFA CL,Chelsea FC (England),As Roma (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2017-10-19,2017-10-19,"7,523.04","7,542.87","7,542.87","7,485.42",828.89M,-0.26
668,Manchester United,Sl Benfica,2017-10-31,2,0,F,UEFA CL,Manchester United (England),Sl Benfica (Portugal),england,portugal,ENG,PT,Europe,Europe,Europe,international,2017-11-01,2017-11-01,"7,487.96","7,493.08","7,532.36","7,487.96",1.21B,-0.07
669,As Roma,Chelsea FC,2017-10-31,3,0,F,UEFA CL,As Roma (Italy),Chelsea FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2017-11-01,2017-11-01,"7,487.96","7,493.08","7,532.36","7,487.96",1.21B,-0.07
670,Liverpool FC,NK Maribor,2017-11-01,3,0,F,UEFA CL,Liverpool FC (England),NK Maribor (Slovenia),england,slovenia,ENG,SI,Europe,Europe,Europe,international,2017-11-02,2017-11-02,"7,555.32","7,487.96","7,562.26","7,478.88",1.03B,0.9
671,Ssc Napoli,Manchester City,2017-11-01,2,4,F,UEFA CL,Ssc Napoli (Italy),Manchester City (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2017-11-02,2017-11-02,"7,555.32","7,487.96","7,562.26","7,478.88",1.03B,0.9
672,Tottenham Hotspur,Real Madrid,2017-11-01,3,1,F,UEFA CL,Tottenham Hotspur (England),Real Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2017-11-02,2017-11-02,"7,555.32","7,487.96","7,562.26","7,478.88",1.03B,0.9
673,Sevilla FC,Liverpool FC,2017-11-21,3,3,F,UEFA CL,Sevilla FC (Spain),Liverpool FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2017-11-22,2017-11-22,"7,419.02","7,411.34","7,460.91","7,410.38",859.39M,0.1
674,Manchester City,Feyenoord,2017-11-21,1,0,F,UEFA CL,Manchester City (England),Feyenoord (Netherlands),england,netherlands,ENG,NL,Europe,Europe,Europe,international,2017-11-22,2017-11-22,"7,419.02","7,411.34","7,460.91","7,410.38",859.39M,0.1
675,Borussia Dortmund,Tottenham Hotspur,2017-11-21,1,2,F,UEFA CL,Borussia Dortmund (Germany),Tottenham Hotspur (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2017-11-22,2017-11-22,"7,419.02","7,411.34","7,460.91","7,410.38",859.39M,0.1
676,Qarabag FK,Chelsea FC,2017-11-22,0,4,F,UEFA CL,Qarabag FK (Azerbaijan),Chelsea FC (England),azerbaijan,england,AZ,ENG,Europe,Europe,Europe,international,2017-11-23,2017-11-23,"7,417.24","7,419.02","7,422.73","7,373.31",577.46M,-0.02
677,FC Basel,Manchester United,2017-11-22,1,0,F,UEFA CL,FC Basel (Switzerland),Manchester United (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,2017-11-23,2017-11-23,"7,417.24","7,419.02","7,422.73","7,373.31",577.46M,-0.02
678,Manchester United,CSka Moskva,2017-12-05,2,1,F,UEFA CL,Manchester United (England),CSka Moskva (Russia),england,russia,ENG,RU,Europe,Europe,Europe,international,2017-12-06,2017-12-06,"7,348.03","7,327.50","7,369.71","7,289.36",692.98M,0.28
679,Chelsea FC,Atletico Madrid,2017-12-05,1,1,F,UEFA CL,Chelsea FC (England),Atletico Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2017-12-06,2017-12-06,"7,348.03","7,327.50","7,369.71","7,289.36",692.98M,0.28
680,Liverpool FC,Spartak Moskva,2017-12-06,7,0,F,UEFA CL,Liverpool FC (England),Spartak Moskva (Russia),england,russia,ENG,RU,Europe,Europe,Europe,international,2017-12-07,2017-12-07,"7,320.75","7,348.03","7,371.73","7,314.60",823.88M,-0.37
681,Shakhtar Donetsk,Manchester City,2017-12-06,2,1,F,UEFA CL,Shakhtar Donetsk (Ukraine),Manchester City (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,2017-12-07,2017-12-07,"7,320.75","7,348.03","7,371.73","7,314.60",823.88M,-0.37
682,Tottenham Hotspur,Apoel Nikosia,2017-12-06,3,0,F,UEFA CL,Tottenham Hotspur (England),Apoel Nikosia (Cyprus),england,cyprus,ENG,CY,Europe,Europe,Europe,international,2017-12-07,2017-12-07,"7,320.75","7,348.03","7,371.73","7,314.60",823.88M,-0.37
683,Juventus,Tottenham Hotspur,2018-02-13,2,2,F,UEFA CL,Juventus (Italy),Tottenham Hotspur (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2018-02-14,2018-02-14,"7,213.97","7,168.01","7,243.15","7,145.73",969.40M,0.64
684,FC Basel,Manchester City,2018-02-13,0,4,F,UEFA CL,FC Basel (Switzerland),Manchester City (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,2018-02-14,2018-02-14,"7,213.97","7,168.01","7,243.15","7,145.73",969.40M,0.64
685,FC Porto,Liverpool FC,2018-02-14,0,5,F,UEFA CL,FC Porto (Portugal),Liverpool FC (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,2018-02-15,2018-02-15,"7,234.81","7,213.97","7,267.96","7,206.69",770.03M,0.29
686,Chelsea FC,FC Barcelona,2018-02-20,1,1,F,UEFA CL,Chelsea FC (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2018-02-21,2018-02-21,"7,281.57","7,246.77","7,291.80","7,220.55",930.80M,0.48
687,Sevilla FC,Manchester United,2018-02-21,0,0,F,UEFA CL,Sevilla FC (Spain),Manchester United (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2018-02-22,2018-02-22,"7,252.39","7,281.57","7,281.57","7,187.76",952.98M,-0.4
688,Liverpool FC,FC Porto,2018-03-06,0,0,F,UEFA CL,Liverpool FC (England),FC Porto (Portugal),england,portugal,ENG,PT,Europe,Europe,Europe,international,2018-03-07,2018-03-07,"7,157.84","7,146.75","7,180.71","7,109.56",889.06M,0.16
689,Tottenham Hotspur,Juventus,2018-03-07,1,2,F,UEFA CL,Tottenham Hotspur (England),Juventus (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2018-03-08,2018-03-08,"7,203.24","7,157.84","7,212.14","7,145.70",734.71M,0.63
690,Manchester City,FC Basel,2018-03-07,1,2,F,UEFA CL,Manchester City (England),FC Basel (Switzerland),england,switzerland,ENG,CH,Europe,Europe,Europe,international,2018-03-08,2018-03-08,"7,203.24","7,157.84","7,212.14","7,145.70",734.71M,0.63
691,Manchester United,Sevilla FC,2018-03-13,1,2,F,UEFA CL,Manchester United (England),Sevilla FC (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2018-03-14,2018-03-14,"7,132.69","7,138.78","7,176.51","7,122.76",775.44M,-0.09
692,FC Barcelona,Chelsea FC,2018-03-14,3,0,F,UEFA CL,FC Barcelona (Spain),Chelsea FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2018-03-15,2018-03-15,"7,139.76","7,132.69","7,162.58","7,127.08",833.05M,0.1
693,Liverpool FC,Manchester City,2018-04-04,3,0,F,UEFA CL,Liverpool FC (England),Manchester City (England),england,england,ENG,ENG,Europe,Europe,Europe,international,2018-04-05,2018-04-05,"7,199.50","7,034.01","7,199.50","7,034.01",819.22M,2.35
694,Manchester City,Liverpool FC,2018-04-10,1,2,F,UEFA CL,Manchester City (England),Liverpool FC (England),england,england,ENG,ENG,Europe,Europe,Europe,international,2018-04-11,2018-04-11,"7,257.14","7,266.75","7,270.28","7,243.32",789.65M,-0.13
695,Liverpool FC,As Roma,2018-04-24,5,2,F,UEFA CL,Liverpool FC (England),As Roma (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2018-04-25,2018-04-25,"7,379.32","7,425.40","7,427.13","7,334.64",906.77M,-0.62
696,As Roma,Liverpool FC,2018-05-02,4,2,F,UEFA CL,As Roma (Italy),Liverpool FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2018-05-03,2018-05-03,"7,502.69","7,543.20","7,555.18","7,492.39",745.26M,-0.54
697,Inter,Tottenham Hotspur,2018-09-18,2,1,F,UEFA CL,Inter (Italy),Tottenham Hotspur (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2018-09-19,2018-09-19,"7,331.12","7,300.23","7,346.11","7,279.92",785.95M,0.42
698,Liverpool FC,Paris Saint Germain,2018-09-18,3,2,F,UEFA CL,Liverpool FC (England),Paris Saint Germain (France),england,france,ENG,FR,Europe,Europe,Europe,international,2018-09-19,2018-09-19,"7,331.12","7,300.23","7,346.11","7,279.92",785.95M,0.42
699,Manchester City,Olympique Lyon,2018-09-19,1,2,F,UEFA CL,Manchester City (England),Olympique Lyon (France),england,france,ENG,FR,Europe,Europe,Europe,international,2018-09-20,2018-09-20,"7,367.32","7,331.12","7,368.43","7,324.01",891.66M,0.49
700,Bsc Young Boys,Manchester United,2018-09-19,0,3,F,UEFA CL,Bsc Young Boys (Switzerland),Manchester United (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,2018-09-20,2018-09-20,"7,367.32","7,331.12","7,368.43","7,324.01",891.66M,0.49
701,1899 Hoffenheim,Manchester City,2018-10-02,1,2,F,UEFA CL,1899 Hoffenheim (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2018-10-03,2018-10-03,"7,510.28","7,474.55","7,524.06","7,474.55",849.12M,0.48
702,Manchester United,Valencia CF,2018-10-02,0,0,F,UEFA CL,Manchester United (England),Valencia CF (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2018-10-03,2018-10-03,"7,510.28","7,474.55","7,524.06","7,474.55",849.12M,0.48
703,Tottenham Hotspur,FC Barcelona,2018-10-03,2,4,F,UEFA CL,Tottenham Hotspur (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2018-10-04,2018-10-04,"7,418.34","7,510.28","7,510.28","7,411.31",826.76M,-1.22
704,Ssc Napoli,Liverpool FC,2018-10-03,1,0,F,UEFA CL,Ssc Napoli (Italy),Liverpool FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2018-10-04,2018-10-04,"7,418.34","7,510.28","7,510.28","7,411.31",826.76M,-1.22
705,Shakhtar Donetsk,Manchester City,2018-10-23,0,3,F,UEFA CL,Shakhtar Donetsk (Ukraine),Manchester City (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,2018-10-24,2018-10-24,"6,962.98","6,955.21","7,049.83","6,955.21",797.99M,0.11
706,Manchester United,Juventus,2018-10-23,0,1,F,UEFA CL,Manchester United (England),Juventus (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2018-10-24,2018-10-24,"6,962.98","6,955.21","7,049.83","6,955.21",797.99M,0.11
707,PSV Eindhoven,Tottenham Hotspur,2018-10-24,2,2,F,UEFA CL,PSV Eindhoven (Netherlands),Tottenham Hotspur (England),netherlands,england,NL,ENG,Europe,Europe,Europe,international,2018-10-25,2018-10-25,"7,004.10","6,962.98","7,004.10","6,885.99",853.93M,0.59
708,Liverpool FC,Red Star Belgrade,2018-10-24,4,0,F,UEFA CL,Liverpool FC (England),Red Star Belgrade (Serbia),england,serbia,ENG,RS,Europe,Europe,Europe,international,2018-10-25,2018-10-25,"7,004.10","6,962.98","7,004.10","6,885.99",853.93M,0.59
709,Red Star Belgrade,Liverpool FC,2018-11-06,2,0,F,UEFA CL,Red Star Belgrade (Serbia),Liverpool FC (England),serbia,england,RS,ENG,Europe,Europe,Europe,international,2018-11-07,2018-11-07,"7,117.28","7,040.68","7,136.75","7,040.68",698.98M,1.09
710,Tottenham Hotspur,PSV Eindhoven,2018-11-06,2,1,F,UEFA CL,Tottenham Hotspur (England),PSV Eindhoven (Netherlands),england,netherlands,ENG,NL,Europe,Europe,Europe,international,2018-11-07,2018-11-07,"7,117.28","7,040.68","7,136.75","7,040.68",698.98M,1.09
711,Manchester City,Shakhtar Donetsk,2018-11-07,6,0,F,UEFA CL,Manchester City (England),Shakhtar Donetsk (Ukraine),england,ukraine,ENG,UA,Europe,Europe,Europe,international,2018-11-08,2018-11-08,"7,140.68","7,117.28","7,171.69","7,115.01",697.80M,0.33
712,Juventus,Manchester United,2018-11-07,1,2,F,UEFA CL,Juventus (Italy),Manchester United (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2018-11-08,2018-11-08,"7,140.68","7,117.28","7,171.69","7,115.01",697.80M,0.33
713,Olympique Lyon,Manchester City,2018-11-27,2,2,F,UEFA CL,Olympique Lyon (France),Manchester City (England),france,england,FR,ENG,Europe,Europe,Europe,international,2018-11-28,2018-11-28,"7,004.52","7,016.85","7,057.03","6,987.25",825.36M,-0.18
714,Manchester United,Bsc Young Boys,2018-11-27,1,0,F,UEFA CL,Manchester United (England),Bsc Young Boys (Switzerland),england,switzerland,ENG,CH,Europe,Europe,Europe,international,2018-11-28,2018-11-28,"7,004.52","7,016.85","7,057.03","6,987.25",825.36M,-0.18
715,Tottenham Hotspur,Inter,2018-11-28,1,0,F,UEFA CL,Tottenham Hotspur (England),Inter (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2018-11-29,2018-11-29,"7,038.95","7,004.52","7,078.37","7,004.52",797.79M,0.49
716,Paris Saint Germain,Liverpool FC,2018-11-28,2,1,F,UEFA CL,Paris Saint Germain (France),Liverpool FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,2018-11-29,2018-11-29,"7,038.95","7,004.52","7,078.37","7,004.52",797.79M,0.49
717,FC Barcelona,Tottenham Hotspur,2018-12-11,1,1,F,UEFA CL,FC Barcelona (Spain),Tottenham Hotspur (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2018-12-12,2018-12-12,"6,880.19","6,806.94","6,902.19","6,806.94",1.10B,1.08
718,Liverpool FC,Ssc Napoli,2018-12-11,1,0,F,UEFA CL,Liverpool FC (England),Ssc Napoli (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2018-12-12,2018-12-12,"6,880.19","6,806.94","6,902.19","6,806.94",1.10B,1.08
719,Manchester City,1899 Hoffenheim,2018-12-12,2,1,F,UEFA CL,Manchester City (England),1899 Hoffenheim (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2018-12-13,2018-12-13,"6,877.50","6,880.19","6,908.48","6,848.98",757.82M,-0.04
720,Valencia CF,Manchester United,2018-12-12,2,1,F,UEFA CL,Valencia CF (Spain),Manchester United (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2018-12-13,2018-12-13,"6,877.50","6,880.19","6,908.48","6,848.98",757.82M,-0.04
721,Manchester United,Paris Saint Germain,2019-02-12,0,2,F,UEFA CL,Manchester United (England),Paris Saint Germain (France),england,france,ENG,FR,Europe,Europe,Europe,international,2019-02-13,2019-02-13,"7,190.84","7,133.14","7,205.07","7,133.14",578.84M,0.81
722,Tottenham Hotspur,Borussia Dortmund,2019-02-13,3,0,F,UEFA CL,Tottenham Hotspur (England),Borussia Dortmund (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2019-02-14,2019-02-14,"7,197.01","7,190.84","7,232.83","7,183.01",535.04M,0.09
723,Liverpool FC,Bayern Muenchen,2019-02-19,0,0,F,UEFA CL,Liverpool FC (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2019-02-20,2019-02-20,"7,228.62","7,179.17","7,234.16","7,177.95",887.89M,0.69
724,FC Schalke 04,Manchester City,2019-02-20,2,3,F,UEFA CL,FC Schalke 04 (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2019-02-21,2019-02-21,"7,167.39","7,228.62","7,228.78","7,141.85",822.59M,-0.85
725,Borussia Dortmund,Tottenham Hotspur,2019-03-05,0,1,F,UEFA CL,Borussia Dortmund (Germany),Tottenham Hotspur (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2019-03-06,2019-03-06,"7,196.00","7,183.43","7,211.83","7,170.25",816.15M,0.17
726,Paris Saint Germain,Manchester United,2019-03-06,1,3,F,UEFA CL,Paris Saint Germain (France),Manchester United (England),france,england,FR,ENG,Europe,Europe,Europe,international,2019-03-07,2019-03-07,"7,157.55","7,196.00","7,196.00","7,126.57",712.68M,-0.53
727,Manchester City,FC Schalke 04,2019-03-12,7,0,F,UEFA CL,Manchester City (England),FC Schalke 04 (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2019-03-13,2019-03-13,"7,159.19","7,151.15","7,181.85","7,128.71",767.65M,0.11
728,Bayern Muenchen,Liverpool FC,2019-03-13,1,3,F,UEFA CL,Bayern Muenchen (Germany),Liverpool FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2019-03-14,2019-03-14,"7,185.43","7,159.19","7,215.45","7,148.08",815.71M,0.37
